		LENGHT	DIAMETER	ROUGHNESS	FLOW	VELOCITY	UNITHEADLOSS	FRICTIONFACTOR
		m	mm		LPS	m/s	m/km	
P92	148:00:00	63.12	203.00	83.11	1.09	0.03	0.02	0.08
P924	148:00:00	82.38	254.00	74.46	0.88	0.02	6.29e-03	0.10
P927	148:00:00	348.88	406.00	84.53	0.04	2.91e-04	1.49e-06	0.14
P929	148:00:00	83.31	203.00	90.08	3.22e-05	9.95e-07	4.16e-13	1.67e-03
P930	148:00:00	78.95	203.00	88.20	1.61e-05	4.96e-07	2.19e-13	0.00
P931	148:00:00	248.40	203.00	87.08	2.60e-05	8.04e-07	1.37e-11	0.00
P932	148:00:00	381.56	203.00	84.96	1.81e-05	5.59e-07	1.04e-11	0.00
P933	148:00:00	130.54	305.00	87.95	1.97e-04	2.70e-06	2.97e-10	0.24
P934	148:00:00	18.46	254.00	102.99	1.97e-04	3.89e-06	5.42e-10	0.18
P935	148:00:00	152.13	305.00	100.05	6.49	0.09	0.06	0.05
P937	148:00:00	198.09	254.00	74.28	6.49	0.13	0.25	0.08
P938	148:00:00	168.95	254.00	74.48	5.45	0.11	0.18	0.08
P939	148:00:00	248.76	152.00	95.79	0.15	8.23e-03	1.81e-03	0.08
P94	148:00:00	51.35	305.00	139.08	0.03	4.50e-04	1.85e-06	0.05
P940	148:00:00	187.99	152.00	99.28	0.11	6.29e-03	1.03e-03	0.08
P941	148:00:00	142.58	152.00	79.37	0.01	8.06e-04	3.48e-05	0.16
P942	148:00:00	85.08	152.00	83.59	0.28	0.02	7.57e-03	0.09
P943	148:00:00	84.21	76.00	86.77	0.19	0.04	0.10	0.08
P944	148:00:00	59.58	254.00	82.35	0.84	0.02	4.85e-03	0.09
P946	148:00:00	143.03	102.00	98.06	0.11	0.01	6.56e-03	0.08
P947	148:00:00	122.43	152.00	76.80	0.37	0.02	0.01	0.11
P948	148:00:00	74.71	152.00	104.85	0.94	0.05	0.05	0.05
P949	148:00:00	24.39	254.00	92.69	1.13	0.02	6.68e-03	0.07
P95	148:00:00	50.70	305.00	118.43	0.19	2.57e-03	6.30e-05	0.06
P951	148:00:00	338.80	254.00	94.71	5.34	0.11	0.11	0.05
P953	148:00:00	495.66	254.00	85.41	3.79	0.07	0.07	0.06
P954	148:00:00	294.07	203.00	78.67	0.79	0.02	0.01	0.09
P955	148:00:00	131.74	102.00	85.18	0.15	0.02	0.02	0.09
P956	148:00:00	115.17	152.00	68.25	0.36	0.02	0.02	0.13
P957	148:00:00	51.05	152.00	98.15	0.03	1.52e-03	7.55e-05	0.10
P958	148:00:00	122.41	102.00	105.31	0.14	0.02	9.62e-03	0.06
P959	148:00:00	123.42	102.00	98.22	0.09	0.01	4.89e-03	0.08
P96	148:00:00	53.72	254.00	87.90	72.29	1.43	16.36	0.04
P961	148:00:00	234.55	203.00	85.65	2.60	0.08	0.11	0.07
P962	148:00:00	49.83	152.00	90.75	0.39	0.02	0.01	0.08
P963	148:00:00	93.54	203.00	85.53	5.00	0.15	0.36	0.06
P964	148:00:00	129.91	152.00	96.26	0.89	0.05	0.05	0.06
P965	148:00:00	135.06	203.00	93.94	3.83	0.12	0.19	0.05
P966	148:00:00	31.32	203.00	82.51	2.97	0.09	0.15	0.07
P967	148:00:00	207.54	203.00	82.11	2.29	0.07	0.09	0.07
P968	148:00:00	68.17	102.00	78.40	0.01	1.29e-03	1.34e-04	0.16
P969	148:00:00	149.16	203.00	86.27	1.99	0.06	0.07	0.07
P97	148:00:00	24.41	610.00	88.90	185.79	0.64	1.29	0.04
P970	148:00:00	165.04	203.00	87.80	1.23	0.04	0.03	0.07
P971	148:00:00	136.94	152.00	77.83	0.54	0.03	0.03	0.10
P972	148:00:00	219.42	152.00	82.67	0.49	0.03	0.02	0.09
P973	148:00:00	164.68	203.00	71.93	2.38	0.07	0.13	0.09
P974	148:00:00	186.40	203.00	72.72	2.28	0.07	0.12	0.09
P975	148:00:00	159.56	152.00	74.72	0.62	0.03	0.04	0.10
P976	148:00:00	83.33	76.00	83.20	0.75	0.17	1.37	0.07
P977	148:00:00	45.98	102.00	102.43	0.32	0.04	0.05	0.06
P978	148:00:00	178.97	76.00	78.86	1.33	0.29	4.35	0.08
P98	148:00:00	174.53	610.00	71.75	186.01	0.64	1.92	0.06
P981	148:00:00	36.19	76.00	80.22	1.93	0.42	8.40	0.07
P982	148:00:00	87.24	203.00	98.51	1.86	0.06	0.04	0.05
P983	148:00:00	180.20	101.60	91.90	1.50	0.19	1.00	0.06
P984	148:00:00	16.03	101.60	108.96	0.76	0.09	0.21	0.05
P986	148:00:00	229.54	101.60	87.08	1.10	0.14	0.62	0.07
P987	148:00:00	94.56	101.60	96.41	1.79	0.22	1.27	0.05
P988	148:00:00	9.74	101.60	102.52	2.80	0.34	2.58	0.04
P989	148:00:00	91.59	51.00	82.07	0.01	7.25e-03	6.53e-03	0.12
P99	148:00:00	452.37	508.00	96.64	170.72	0.84	2.30	0.03
P990	148:00:00	78.87	102.00	85.79	0.57	0.07	0.19	0.08
P991	148:00:00	20.25	203.00	74.31	3.22	0.10	0.21	0.08
P992	148:00:00	69.15	203.00	80.64	2.56	0.08	0.12	0.07
P993	148:00:00	63.52	203.00	80.23	1.45	0.04	0.04	0.08
P994	148:00:00	115.39	203.00	83.09	2.42	0.07	0.10	0.07
P995	148:00:00	228.99	152.00	82.50	4.31	0.24	1.21	0.06
P996	148:00:00	10.22	203.00	84.58	0.53	0.02	5.86e-03	0.09
P997	148:00:00	154.87	203.00	96.62	3.59	0.11	0.16	0.05
P998	148:00:00	107.98	203.00	90.64	3.12	0.10	0.14	0.06
P999	148:00:00	81.67	254.00	68.70	0.09	1.78e-03	1.08e-04	0.17
PU1	148:00:00	0.00	0.00	1.00	93.05	0.00	-33.72	0.00
PU2	148:00:00	0.00	0.00	1.00	93.07	0.00	-33.71	0.00
PU3	148:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU4	148:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU5	148:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU6	148:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU7	148:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU8	148:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU9	148:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU10	148:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU11	148:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
v1	148:00:00	0.00	203.20	131.23	2.25	0.07	49.09	0.00
V45	148:00:00	0.00	152.40	131.23	1.28	0.07	39.00	0.00
V47	148:00:00	0.00	101.60	131.23	1.20	0.15	51.38	0.00
V2	148:00:00	0.00	254.00	-1.00e+10	71.36	1.41	7.68e-08	0.00
P1	149:00:00	52.90	203.00	72.45	0.72	0.02	0.01	0.11
P10	149:00:00	79.23	76.00	108.01	1.22	0.27	2.07	0.04
P100	149:00:00	107.88	406.00	76.51	186.82	1.44	12.50	0.05
P1000	149:00:00	109.27	203.00	76.95	20.25	0.63	5.91	0.06
P101	149:00:00	243.37	254.00	84.21	0.35	6.87e-03	9.05e-04	0.10
P1016	149:00:00	164.77	305.00	85.24	10.18	0.14	0.19	0.06
P102	149:00:00	1.28e+03	508.00	92.95	172.72	0.85	2.53	0.03
P1022	149:00:00	200.76	102.00	99.58	0.13	0.02	9.47e-03	0.07
P1023	149:00:00	136.34	102.00	95.69	0.93	0.11	0.37	0.06
P1024	149:00:00	375.62	102.00	89.62	2.47	0.30	2.59	0.06
P1025	149:00:00	39.18	76.00	97.78	2.50	0.55	9.39	0.05
P1026	149:00:00	45.61	76.00	88.45	1.63	0.36	5.10	0.06
P1027	149:00:00	82.32	51.00	92.01	0.54	0.26	4.32	0.06
P1028	149:00:00	9.57	51.00	86.99	0.03	0.01	0.02	0.09
P1029	149:00:00	122.62	76.00	91.34	0.55	0.12	0.58	0.06
P103	149:00:00	35.98	254.00	79.37	8.46	0.17	0.37	0.07
P1030	149:00:00	95.25	76.00	104.61	1.22	0.27	2.18	0.04
P1031	149:00:00	188.28	152.00	84.37	9.35	0.52	4.84	0.05
P1032	149:00:00	143.29	152.00	98.43	8.52	0.47	3.05	0.04
P1033	149:00:00	128.79	152.00	84.69	8.32	0.46	3.84	0.05
P1034	149:00:00	52.87	203.00	97.42	0.42	0.01	2.92e-03	0.07
P1035	149:00:00	122.47	152.00	97.76	2.82	0.16	0.39	0.05
P1036	149:00:00	83.33	203.00	74.30	7.74	0.24	1.04	0.07
P1039	149:00:00	121.38	203.00	92.14	4.57	0.14	0.27	0.05
P104	149:00:00	33.11	203.00	99.89	0.24	7.38e-03	9.79e-04	0.07
P1040	149:00:00	29.45	152.00	94.69	2.31	0.13	0.28	0.05
P1041	149:00:00	307.54	102.00	112.51	2.03	0.25	1.10	0.04
P1042	149:00:00	84.54	152.00	76.15	1.73	0.10	0.26	0.08
P1044	149:00:00	65.80	203.00	100.22	15.09	0.47	2.10	0.04
P1045	149:00:00	68.63	203.00	118.82	14.87	0.46	1.49	0.03
P106	149:00:00	270.38	102.00	63.55	2.06	0.25	3.50	0.11
P107	149:00:00	357.00	203.00	80.51	5.17	0.16	0.43	0.07
P108	149:00:00	183.53	203.00	78.72	1.75	0.05	0.06	0.08
P109	149:00:00	218.52	203.00	76.89	5.65	0.17	0.56	0.07
P11	149:00:00	83.45	101.60	96.83	0.71	0.09	0.23	0.06
P110	149:00:00	425.83	508.00	98.99	168.03	0.83	2.14	0.03
P111	149:00:00	126.36	152.00	72.41	0.29	0.02	0.01	0.12
P112	149:00:00	646.98	305.00	68.60	0.99	0.01	3.73e-03	0.12
P113	149:00:00	310.73	152.00	85.35	5.71	0.31	1.91	0.06
P115	149:00:00	99.88	102.00	91.23	5.92	0.72	12.64	0.05
P116	149:00:00	204.54	152.00	93.47	3.60	0.20	0.69	0.05
P117	149:00:00	104.00	102.00	67.96	3.06	0.37	6.40	0.09
P118	149:00:00	115.91	102.00	84.67	1.59	0.19	1.27	0.07
P119	149:00:00	64.88	305.00	78.14	0.16	2.21e-03	1.02e-04	0.13
P12	149:00:00	85.24	406.00	89.66	47.45	0.37	0.74	0.04
P120	149:00:00	91.40	102.00	88.39	2.18	0.27	2.10	0.06
P121	149:00:00	42.23	152.00	100.37	0.29	0.02	5.61e-03	0.07
P122	149:00:00	45.06	305.00	78.98	13.34	0.18	0.36	0.06
P123	149:00:00	51.21	152.00	61.06	1.43	0.08	0.27	0.13
P124	149:00:00	99.09	102.00	78.83	0.50	0.06	0.17	0.09
P125	149:00:00	193.35	508.00	84.74	3.07	0.02	1.73e-03	0.07
P126	149:00:00	109.60	76.00	89.74	0.53	0.12	0.63	0.07
P127	149:00:00	87.22	102.00	73.68	0.80	0.10	0.46	0.10
P128	149:00:00	165.63	102.00	90.95	0.52	0.06	0.14	0.07
P129	149:00:00	79.59	102.00	78.07	0.39	0.05	0.11	0.10
P13	149:00:00	62.56	406.00	83.04	44.92	0.35	0.77	0.05
P130	149:00:00	56.79	76.00	70.71	0.83	0.18	2.21	0.10
P131	149:00:00	86.50	76.00	74.73	0.20	0.04	0.14	0.11
P132	149:00:00	67.35	76.00	88.54	0.61	0.13	0.84	0.07
P134	149:00:00	68.79	76.00	78.57	0.95	0.21	2.37	0.08
P136	149:00:00	241.77	102.00	75.73	1.01	0.12	0.67	0.09
P138	149:00:00	19.28	254.00	72.49	21.01	0.41	2.37	0.07
P139	149:00:00	73.66	406.00	68.72	47.71	0.37	1.22	0.07
P14	149:00:00	151.39	406.00	72.01	44.34	0.34	0.97	0.07
P140	149:00:00	222.30	102.00	107.83	0.59	0.07	0.13	0.05
P141	149:00:00	169.94	102.00	103.79	0.25	0.03	0.03	0.06
P142	149:00:00	16.61	152.40	85.39	2.16	0.12	0.31	0.07
P144	149:00:00	130.79	76.00	99.92	5.38	1.19	37.49	0.04
P147	149:00:00	60.08	203.00	92.84	0.52	0.02	4.68e-03	0.07
P148	149:00:00	561.69	305.00	96.44	10.18	0.14	0.15	0.05
P15	149:00:00	395.29	406.00	90.48	43.85	0.34	0.63	0.04
P150	149:00:00	93.19	152.00	103.15	1.77	0.10	0.15	0.05
P154	149:00:00	170.64	152.00	108.83	5.96	0.33	1.32	0.04
P155	149:00:00	59.38	101.60	105.71	1.16	0.14	0.48	0.05
P156	149:00:00	80.34	102.00	110.87	0.48	0.06	0.08	0.05
P157	149:00:00	232.93	102.00	102.90	1.76	0.21	1.06	0.05
P158	149:00:00	69.88	76.00	105.07	0.49	0.11	0.41	0.05
P159	149:00:00	118.78	203.00	80.15	0.84	0.03	0.01	0.09
P16	149:00:00	252.34	102.00	97.25	4.35	0.53	6.33	0.04
P160	149:00:00	68.68	76.00	104.63	1.05	0.23	1.68	0.05
P161	149:00:00	40.31	76.00	90.01	2.11	0.47	8.05	0.06
P162	149:00:00	190.67	152.00	98.76	1.09	0.06	0.07	0.06
P163	149:00:00	67.74	203.00	94.23	0.98	0.03	0.01	0.06
P165	149:00:00	143.81	305.00	92.93	10.20	0.14	0.16	0.05
P166	149:00:00	235.00	101.60	93.60	4.79	0.59	8.30	0.05
P17	149:00:00	32.42	508.00	77.28	166.41	0.82	3.32	0.05
P174	149:00:00	278.59	102.00	89.32	0.73	0.09	0.27	0.07
P177	149:00:00	56.80	102.00	100.61	0.67	0.08	0.19	0.06
P18	149:00:00	283.30	508.00	100.30	164.41	0.81	2.01	0.03
P184	149:00:00	59.38	101.60	95.91	8.51	1.05	22.99	0.04
P19	149:00:00	750.87	508.00	97.70	95.22	0.47	0.77	0.03
P195	149:00:00	144.33	76.00	80.63	0.82	0.18	1.70	0.08
P2	149:00:00	295.25	203.00	62.05	6.62	0.20	1.11	0.11
P20	149:00:00	579.67	508.00	89.67	84.67	0.42	0.72	0.04
P201	149:00:00	102.19	76.00	96.63	0.60	0.13	0.69	0.06
P21	149:00:00	176.48	406.00	86.69	74.21	0.57	1.79	0.04
P211	149:00:00	202.33	76.00	84.05	0.53	0.12	0.71	0.08
P215	149:00:00	140.76	254.00	81.42	64.72	1.28	15.36	0.05
P218	149:00:00	54.55	102.00	81.77	0.61	0.07	0.23	0.08
P219	149:00:00	67.98	102.00	86.84	0.31	0.04	0.06	0.08
P22	149:00:00	567.30	406.00	81.11	186.62	1.44	11.20	0.04
P220	149:00:00	68.33	76.00	93.74	0.57	0.13	0.66	0.06
P223	149:00:00	108.98	203.00	93.22	0.65	0.02	7.08e-03	0.07
P225	149:00:00	120.77	102.00	92.69	0.08	9.69e-03	4.16e-03	0.09
P228	149:00:00	42.72	76.00	99.29	2.02	0.45	6.19	0.05
P23	149:00:00	316.91	508.00	77.16	185.79	0.92	4.09	0.05
P230	149:00:00	114.61	76.00	77.40	2.01	0.44	9.71	0.07
P231	149:00:00	12.21	76.00	98.42	1.73	0.38	4.70	0.05
P233	149:00:00	58.66	76.00	97.30	0.45	0.10	0.40	0.06
P234	149:00:00	41.63	76.00	87.21	0.91	0.20	1.79	0.07
P235	149:00:00	92.74	76.00	84.32	2.13	0.47	9.18	0.06
P237	149:00:00	12.01	305.00	5.06	1.06e-04	1.46e-06	1.99e-08	56.15
P238	149:00:00	12.59	304.80	104.74	8.54e-05	1.17e-06	2.61e-11	0.11
P24	149:00:00	71.05	508.00	88.62	168.38	0.83	2.64	0.04
P241	149:00:00	49.46	102.00	114.84	0.43	0.05	0.06	0.05
P242	149:00:00	25.06	152.40	99.01	1.60	0.09	0.14	0.05
P243	149:00:00	57.08	203.20	82.80	3.53	0.11	0.20	0.07
P245	149:00:00	18.65	152.40	120.40	0.56	0.03	0.01	0.04
P246	149:00:00	56.94	152.40	121.60	2.65	0.15	0.24	0.03
P248	149:00:00	6.96	152.40	110.07	3.86	0.21	0.57	0.04
P249	149:00:00	28.43	51.00	85.38	0.50	0.25	4.32	0.07
P25	149:00:00	4.30	508.00	74.38	182.26	0.90	4.22	0.05
P251	149:00:00	11.49	152.00	103.73	19.11	1.05	12.49	0.03
P252	149:00:00	135.44	305.00	82.30	8.63e-05	1.18e-06	4.30e-11	0.18
P255	149:00:00	76.14	51.00	71.47	0.13	0.07	0.52	0.12
P256	149:00:00	55.17	305.00	94.86	8.60e-05	1.18e-06	3.23e-11	0.14
P258	149:00:00	79.53	102.00	75.51	0.02	2.55e-03	5.13e-04	0.16
P259	149:00:00	136.09	102.00	83.09	0.12	0.01	0.01	0.10
P26	149:00:00	22.94	508.00	88.01	2.92	0.01	1.47e-03	0.07
P264	149:00:00	11.73	101.60	112.51	0.38	0.05	0.05	0.05
P266	149:00:00	55.29	101.60	107.06	1.15	0.14	0.46	0.05
P267	149:00:00	344.62	152.40	95.59	0.24	0.01	4.26e-03	0.07
P268	149:00:00	146.46	152.40	86.84	1.64	0.09	0.18	0.07
P27	149:00:00	163.63	254.00	69.11	1.29	0.03	0.01	0.11
P270	149:00:00	88.36	101.60	92.77	0.69	0.09	0.24	0.06
P272	149:00:00	143.88	102.00	73.95	0.99	0.12	0.68	0.09
P275	149:00:00	172.96	152.40	98.16	0.60	0.03	0.02	0.06
P28	149:00:00	117.42	152.00	88.27	0.62	0.03	0.03	0.08
P280	149:00:00	333.40	203.00	88.34	2.15e-05	6.64e-07	9.85e-11	0.00
P282	149:00:00	131.93	102.00	86.72	2.11	0.26	2.05	0.06
P284	149:00:00	198.97	76.20	89.13	0.70	0.15	1.05	0.07
P285	149:00:00	130.71	76.20	90.18	0.07	0.01	0.01	0.09
P286	149:00:00	155.58	101.60	90.01	0.29	0.04	0.05	0.08
P287	149:00:00	45.12	254.00	78.35	64.72	1.28	16.50	0.05
P288	149:00:00	226.74	76.20	85.05	1.25	0.27	3.33	0.07
P29	149:00:00	20.51	152.00	89.48	0.54	0.03	0.02	0.07
P290	149:00:00	46.28	76.20	89.44	0.27	0.06	0.17	0.08
P291	149:00:00	132.94	305.00	107.08	8.62e-05	1.18e-06	2.62e-11	0.11
P292	149:00:00	13.54	305.00	97.27	8.69e-05	1.19e-06	3.20e-11	0.14
P293	149:00:00	125.20	305.00	92.16	8.61e-05	1.18e-06	3.46e-11	0.15
P294	149:00:00	101.20	102.00	79.97	1.07	0.13	0.68	0.08
P295	149:00:00	133.23	76.00	72.41	2.81	0.62	20.41	0.08
P296	149:00:00	231.87	76.00	82.96	0.73	0.16	1.32	0.08
P297	149:00:00	42.53	406.00	73.00	68.81	0.53	2.14	0.06
P298	149:00:00	40.11	305.00	84.55	49.90	0.68	3.63	0.05
P299	149:00:00	61.51	102.00	87.71	1.78	0.22	1.46	0.06
P3	149:00:00	136.52	300.00	73.65	12.82	0.18	0.41	0.07
P30	149:00:00	40.89	254.00	86.71	1.26	0.02	9.24e-03	0.07
P301	149:00:00	45.31	305.00	85.19	49.48	0.68	3.52	0.05
P302	149:00:00	178.28	305.00	80.34	49.32	0.68	3.90	0.05
P303	149:00:00	131.94	76.00	88.33	0.57	0.12	0.73	0.07
P304	149:00:00	268.74	101.60	89.39	0.37	0.05	0.08	0.08
P305	149:00:00	43.41	203.00	90.80	2.16e-05	6.68e-07	9.14e-11	0.00
P307	149:00:00	47.30	305.00	60.51	48.46	0.66	6.39	0.09
P308	149:00:00	334.57	305.00	88.08	8.63e-05	1.18e-06	3.77e-11	0.16
P309	149:00:00	128.80	101.60	94.96	0.59	0.07	0.17	0.06
P31	149:00:00	144.67	152.00	108.77	5.32	0.29	1.07	0.04
P310	149:00:00	9.00	610.00	87.27	187.49	0.64	1.36	0.04
P316	149:00:00	11.62	610.00	70.45	187.49	0.64	2.02	0.06
P319	149:00:00	10.54	610.00	76.59	2.98e-05	1.02e-07	1.64e-12	1.89
P32	149:00:00	84.44	152.00	103.56	8.71	0.48	2.92	0.04
P320	149:00:00	11.47	610.00	76.52	93.74	0.32	0.48	0.06
P322	149:00:00	11.50	610.00	89.43	93.74	0.32	0.36	0.04
P323	149:00:00	11.47	610.00	84.69	2.82e-05	9.64e-08	1.51e-12	0.00
P329	149:00:00	134.52	152.00	100.18	1.87	0.10	0.18	0.05
P33	149:00:00	22.81	254.00	73.04	7.22	0.14	0.32	0.08
P330	149:00:00	66.79	76.00	96.42	0.88	0.19	1.40	0.06
P331	149:00:00	93.46	51.00	93.19	0.36	0.18	2.00	0.06
P336	149:00:00	182.99	152.00	92.17	2.76	0.15	0.43	0.06
P337	149:00:00	20.49	305.00	5.62	27.40	0.37	180.16	7.67
P338	149:00:00	74.38	76.00	100.36	0.14	0.03	0.04	0.07
P339	149:00:00	307.49	102.00	88.65	0.82	0.10	0.34	0.07
P34	149:00:00	98.00	508.00	78.51	174.95	0.86	3.54	0.05
P340	149:00:00	96.21	305.00	101.08	17.88	0.24	0.39	0.04
P341	149:00:00	189.74	305.00	94.64	14.48	0.20	0.30	0.05
P343	149:00:00	111.65	152.00	100.29	2.17	0.12	0.24	0.05
P344	149:00:00	45.26	152.00	85.91	4.73	0.26	1.33	0.06
P346	149:00:00	54.91	51.00	93.91	0.05	0.03	0.06	0.08
P347	149:00:00	385.56	305.00	96.24	34.35	0.47	1.42	0.04
P348	149:00:00	42.47	305.00	88.73	33.52	0.46	1.58	0.04
P349	149:00:00	39.12	305.00	97.01	31.59	0.43	1.20	0.04
P35	149:00:00	64.56	152.00	84.38	1.49	0.08	0.16	0.07
P350	149:00:00	400.16	203.00	99.86	0.51	0.02	3.94e-03	0.06
P37	149:00:00	180.61	203.00	97.80	0.13	4.11e-03	3.44e-04	0.08
P372	149:00:00	6.42	101.60	113.11	0.12	0.01	6.37e-03	0.06
P374	149:00:00	15.83	254.00	91.92	7.96e-05	1.57e-06	1.39e-10	0.28
P375	149:00:00	7.79	254.00	75.49	7.96e-05	1.57e-06	2.00e-10	0.40
P376	149:00:00	6.64	254.00	102.69	4.86e-05	9.60e-07	5.22e-12	0.03
P378	149:00:00	6.47	254.00	112.45	4.50e-06	8.88e-08	0.00	0.00
P379	149:00:00	6.43	254.00	101.78	1.10e-04	2.17e-06	2.10e-10	0.22
P38	149:00:00	169.49	76.00	106.47	0.66	0.15	0.69	0.05
P380	149:00:00	4.79	254.00	87.81	4.71e-05	9.29e-07	5.43e-12	0.03
P381	149:00:00	5.53	304.80	119.21	7.38e-05	1.01e-06	9.40e-12	0.05
P383	149:00:00	19.56	152.00	80.15	3.61	0.20	0.91	0.07
P384	149:00:00	26.14	76.00	101.91	2.63	0.58	9.54	0.04
P385	149:00:00	106.53	305.00	76.02	13.82	0.19	0.41	0.07
P386	149:00:00	8.12	152.00	79.90	2.97	0.16	0.64	0.07
P39	149:00:00	190.12	102.00	95.44	0.34	0.04	0.06	0.07
P397	149:00:00	13.16	203.20	87.43	32.21	0.99	10.96	0.04
P398	149:00:00	6.75	203.20	91.05	32.21	0.99	10.17	0.04
P399	149:00:00	9.71	203.20	81.41	32.21	0.99	12.51	0.05
P40	149:00:00	143.64	102.00	107.91	1.50	0.18	0.73	0.04
P402	149:00:00	6.12	203.20	89.15	3.89e-05	1.20e-06	1.16e-10	0.32
P403	149:00:00	6.86	152.40	111.47	3.32e-05	1.82e-06	2.32e-10	0.21
P409	149:00:00	26.38	152.40	89.90	6.63e-05	3.64e-06	1.24e-09	0.28
P410	149:00:00	7.70	203.20	85.67	3.99e-05	1.23e-06	1.31e-10	0.34
P42	149:00:00	32.93	152.00	114.92	3.38	0.19	0.42	0.04
P424	149:00:00	27.80	203.20	124.99	32.21	0.99	5.66	0.02
P43	149:00:00	36.18	203.00	88.54	0.18	5.61e-03	7.36e-04	0.09
P44	149:00:00	247.65	152.00	115.17	6.69	0.37	1.47	0.03
P443	149:00:00	67.31	305.00	85.58	48.18	0.66	3.33	0.05
P445	149:00:00	7.80	254.00	86.21	65.17	1.29	14.00	0.04
P446	149:00:00	31.15	254.00	102.20	0.00	0.00	0.00	0.00
P450	149:00:00	19.47	254.00	96.97	6.89e-06	1.36e-07	4.45e-13	0.00
P46	149:00:00	70.86	102.00	112.66	0.08	9.61e-03	2.85e-03	0.06
P465	149:00:00	18.20	254.00	86.57	64.72	1.28	13.71	0.04
P467	149:00:00	15.17	254.00	96.15	64.72	1.28	11.29	0.03
P468	149:00:00	31.29	254.00	105.27	1.89e-04	3.74e-06	5.39e-10	0.19
P48	149:00:00	28.98	152.00	113.52	2.98	0.16	0.34	0.04
P482	149:00:00	321.89	152.00	78.90	1.35	0.07	0.15	0.08
P484	149:00:00	336.57	203.00	79.98	18.25	0.56	4.54	0.06
P49	149:00:00	134.92	152.00	121.71	0.49	0.03	0.01	0.04
P492	149:00:00	157.32	101.60	114.11	0.40	0.05	0.06	0.05
P5	149:00:00	588.97	406.00	83.56	3.94	0.03	8.38e-03	0.07
P500	149:00:00	24.23	203.00	112.62	0.34	0.01	1.54e-03	0.05
P501	149:00:00	11.32	152.40	111.45	1.03	0.06	0.05	0.05
P502	149:00:00	9.19	76.20	99.59	1.00	0.22	1.64	0.05
P51	149:00:00	57.47	102.00	92.24	1.78	0.22	1.34	0.06
P510	149:00:00	193.37	102.00	104.95	4.81e-07	5.89e-08	7.17e-13	0.00
P52	149:00:00	83.26	102.00	89.65	1.01	0.12	0.50	0.06
P524	149:00:00	170.54	305.00	96.23	30.99	0.42	1.18	0.04
P527	149:00:00	149.04	305.00	73.12	27.92	0.38	1.61	0.07
P529	149:00:00	212.31	102.00	103.92	0.81	0.10	0.25	0.05
P53	149:00:00	10.32	203.00	87.56	32.21	1.00	10.99	0.04
P54	149:00:00	111.67	51.00	92.40	0.67	0.33	6.29	0.06
P55	149:00:00	99.86	76.00	87.65	2.21	0.49	9.20	0.06
P57	149:00:00	288.77	152.00	99.60	0.76	0.04	0.03	0.06
P58	149:00:00	503.91	102.00	100.85	0.13	0.02	9.01e-03	0.07
P596	149:00:00	76.39	76.00	112.81	1.16	0.26	1.74	0.04
P597	149:00:00	79.68	102.00	101.12	0.44	0.05	0.09	0.06
P6	149:00:00	199.39	152.00	94.65	0.75	0.04	0.04	0.06
P609	149:00:00	86.07	76.00	111.63	1.70	0.37	3.62	0.04
P610	149:00:00	206.58	76.00	95.80	6.02e-07	1.33e-07	5.12e-12	0.00
P63	149:00:00	165.95	254.00	88.73	3.50	0.07	0.06	0.06
P633	149:00:00	173.88	152.00	119.13	4.11	0.23	0.56	0.03
P64	149:00:00	126.63	203.00	80.25	3.04	0.09	0.16	0.07
P65	149:00:00	164.93	102.00	101.95	3.31	0.41	3.51	0.04
P67	149:00:00	330.24	203.00	74.11	2.74	0.08	0.16	0.09
P670	149:00:00	54.41	152.00	98.70	1.78e-06	9.79e-08	8.92e-12	0.00
P671	149:00:00	62.97	152.00	94.84	9.27e-06	5.11e-07	1.13e-11	0.00
P68	149:00:00	302.74	305.00	83.22	0.88	0.01	2.12e-03	0.09
P69	149:00:00	103.63	152.00	72.35	3.60	0.20	1.10	0.08
P697	149:00:00	88.89	102.00	97.76	3.22e-05	3.94e-06	3.90e-13	5.03e-05
P7	149:00:00	60.22	508.00	78.45	48.39	0.24	0.33	0.06
P70	149:00:00	88.36	152.00	72.84	1.62	0.09	0.25	0.09
P71	149:00:00	419.40	254.00	84.73	0.34	6.67e-03	8.46e-04	0.09
P72	149:00:00	247.46	305.00	85.04	3.56	0.05	0.03	0.07
P724	149:00:00	92.72	152.00	96.71	0.29	0.02	6.09e-03	0.07
P725	149:00:00	117.32	152.00	105.29	0.66	0.04	0.02	0.05
P752	149:00:00	70.36	152.00	106.17	8.83	0.49	2.86	0.04
P753	149:00:00	71.91	152.00	89.52	7.73	0.43	3.07	0.05
P754	149:00:00	92.49	51.00	84.83	1.29e-07	6.30e-08	1.87e-12	0.00
P755	149:00:00	47.12	305.00	114.13	0.58	7.96e-03	5.47e-04	0.05
